pubes, pube, pub
goes, go
metres, metre
judges, judge
innuendoes, innuendo
busts, bust
respects, respect
singles, single
combinations, combination
graphics, graphic
paragraphs, paragraph
shorts, short
benefits, benefit
followers, follower
zeros, zero
boondocks, boondock
parakeets, parakeet
hackers, hacker
archives, archive
returns, return
pyrites, pyrite
networks, network
eaves, eave
mentions, mention
connections, connection
bis, bi
advocates, advocate
occasions, occasion
deals, deal
employees, employee, employe
tins, tin
consequences, consequence
themes, theme, them
dimensions, dimension
clips, clip
execs, exec
toots, toot
ducks, duck
testes, test
genitals, genital
rings, ring
bits, bit
daughters, daughter
bridges, bridge
dors, dor
bats, bat
pars, par
experiences, experience
babes, babe
centers, center
saints, saint
engineers, engineer
meets, meet
developments, development
religions, religion
stages, stage, stag
missions, mission
abs, ab
staffs, staff
stats, stat
owners, owner
teens, teen
eats, eat
divers, diver
bases, base, bas
beds, bed
chews, chew
fingernails, fingernail
routes, route, rout
photographs, photograph
directors, director
descendants, descendant
experts, expert
diseases, disease
masters, master
ties, tie, ti
exceptions, exception
improvements, improvement
restrictions, restriction
ranks, rank
variants, variant
pointers, pointer
blocks, block
condolences, condolence
essays, essay
aeons, aeon
planes, plane, plan
feels, feel
travels, travel
ports, port
bears, bear
jobs, job
recordings, recording
championships, championship
sorts, sort
controls, control
wellies, wellie
releases, release
takings, taking
peanuts, peanut
meths, meth
chips, chip
lords, lord
breaks, break
collections, collection
businesses, business
channels, channel
faces, face
peers, peer
administrators, administrator
backbenches, backbench
als, al
irons, iron
whiles, while
nights, night
gules, gul
lungs, lung
portions, portion
champers, champer
pigtails, pigtail
acquaintances, acquaintance
bristols, bristol
goals, goal
situations, situation
aves, ave
wales, wale
mementoes, memento
ellipses, ellipse
abas, aba
sortes, sort
mensches, mensch
heels, heel
racquets, racquet
proteges, protege
scots, scot
paces, pace, pac
violations, violation
airwaves, airwave
withers, wither
rounds, round
roes, roe
trots, trot
luces, luce
connexions, connexion
leftovers, leftover
follows, follow
testicles, testicle
strings, string
obligations, obligation
staples, staple
travellers, traveller
cosmetics, cosmetic
dialectics, dialectic
coordinates, coordinate
quotations, quotation
loins, loin
feathers, feather
marches, march
druthers, druther
manges, mange
jumps, jump
kors, kor
amas, ama
windows, window
oranges, orange, orang
gloves, glove
lances, lance
dominoes, domino
hearths, hearth
knows, know
looks, look
volunteers, volunteer
tears, tear
fellows, fellow
slaves, slave
lumps, lump
ears, ear
fees, fee, fe
servants, servant
natives, native
expenses, expense
fingers, finger
pounds, pound
hopes, hope, hop
shoulders, shoulder
yards, yard
rooms, room
provisions, provision
formats, format
souls, soul
clouds, cloud
doors, door
habits, habit
manners, manner
kisses, kiss
wonders, wonder
urges, urge
ponders, ponder
glances, glance
castanets, castanet
knees, knee
matins, matin
gets, get
walks, walk
digs, dig
elevenses, elevens
braids, braid
voices, voice
companions, companion
profits, profit
guests, guest
remarks, remark
gates, gate, gat
princes, prince
chiefs, chief
stairs, stair
lights, light
quarters, quarter
prayers, prayer
shadows, shadow
instructions, instruction
passions, passion
sentiments, sentiment
filters, filter
suns, sun
talas, tala
remnants, remnant
hives, hive
intervals, interval
inroads, inroad
skittles, skittle
wires, wire
ideals, ideal
pumps, pump
priests, priest
kauris, kauri
complaints, complaint
props, prop
padres, padre
droplets, droplet
uns, un
beans, bean
scrubs, scrub
curses, curse, curs
whoops, whoop
zoologists, zoologist
abalones, abalone
abaters, abater
abattoirs, abattoir
abbeys, abbey
abbots, abbot
abdicators, abdicator
abdomens, abdomen
aberrances, aberrance
abettors, abettor
abiders, abider
ablators, ablator
crosses, crosse, cross
sers, ser
trifles, trifle
therapeutics, therapeutic
burns, burn
chemicals, chemical
givens, given
zygotes, zygote
zones, zone
zoners, zoner
zombis, zombi
zombies, zombie, zombi
zlotys, zloty
audiophiles, audiophile
googles, google
agreements, agreement
bolos, bolo
zings, zing
zingers, zinger
senses, sense
cigars, cigar
bolts, bolt
rifles, rifle
bottles, bottle
tapers, taper
debates, debate
announcements, announcement
breads, bread
cliches, cliche
surgeons, surgeon
nieces, niece
locusts, locust
winds, wind
bricks, brick
aphorisms, aphorism
fruits, fruit
virtues, virtue, virtu
emotions, emotion
seminars, seminar
elephants, elephant
speeches, speech
arrows, arrow
twos, two
ambos, ambo
hangers, hanger
pimps, pimp
insides, inside
busses, buss
sinecures, sinecure
staggers, stagger
aces, ace
cranks, crank
odds, odd
greetings, greeting
keeps, keep
bras, bra
passages, passage
leagues, league
masses, masse, mass
gifts, gift
pains, pain
representations, representation
deeds, deed
desires, desire
strangers, stranger
tones, tone, ton
merchants, merchant
beasts, beast
sins, sin
limbs, limb
fires, fire, fir
verses, verse
dangers, danger
pleasures, pleasure
preparations, preparation
warriors, warrior
lessons, lesson
roses, rose
nobles, noble
streams, stream
arrangements, arrangement
troubles, trouble
damages, damage
motives, motive
wages, wage, wag
disclaimers, disclaimer
cares, care, car
plains, plain
promises, promise
choses, chose
ruins, ruin
lovers, lover
chances, chance
columns, column
wounds, wound
doubts, doubt
drops, drop
nerves, nerve
commands, command
traces, trace
sufferings, suffering
specifications, specification
ingles, ingle
fortunes, fortune
rays, ray
shores, shore
posses, posse
aspersions, aspersion
misgivings, misgiving
bullets, bullet
ankhs, ankh
neeps, neep
corners, corner
bags, bag
maquis, maqui
ablutions, ablution
qualifications, qualification
genders, gender
chords, chord
naps, nap
grandparents, grandparent
videos, video
footsteps, footstep
traits, trait
megabucks, megabuck
punsters, punster
puns, pun
impressions, impression
incidents, incident
disciples, disciple
sacrifices, sacrifice
specimens, specimen
shops, shop
jaws, jaw
brows, brow
visions, vision
organs, organ
crowds, crowd
baths, bath
magistrates, magistrate
pillars, pillar
devils, devil
crowns, crown
foreigners, foreigner
prospects, prospect
delights, delight
regulations, regulation
expenditures, expenditure
lectures, lecture
prophets, prophet
blankets, blanket
blossoms, blossom
palaces, palace
logs, log
nets, net
dominions, dominion
bubbles, bubble
flames, flame, flam
sailors, sailor
garments, garment
fragments, fragment
taxes, tax
expressions, expression
faults, fault
secrets, secret
comrades, comrade
bushes, bush
witnesses, witness
jewels, jewel
particulars, particular
temples, temple
noodles, noodle
acronyms, acronym
wheels, wheel
exertions, exertion
aids, aid
lays, lay
titties, tittie
pirates, pirate
savages, savage
evils, evil
guards, guard
smiles, smile
intentions, intention
mothers, mother
notions, notion
holes, hole
pockets, pocket
estates, estate
meetings, meeting
swords, sword
doctrines, doctrine
curtains, curtain
veins, vein
pupils, pupil
donors, donor
foes, foe
muscles, muscle
tents, tent
consults, consult
peasants, peasant
examines, examine
retorts, retort
possessions, possession
boils, boil
backs, back
bonds, bond
generals, general
debts, debt
spots, spot
boxes, box
wells, well
corkscrews, corkscrew
implements, implement
corks, cork
stilts, stilt
seals, seal
liquids, liquid
leaks, leak
fatigues, fatigue
bills, bill
treasures, treasure
chains, chain
rows, row
sings, sing
steals, steal
commissioners, commissioner
trenches, trench
tumults, tumult
fools, fool
proofs, proof
mines, mine
ecosystems, ecosystem
macronutrients, macronutrient
micronutrients, micronutrient
dialects, dialect
oceans, ocean
joys, joy
shouts, shout
proves, prove
farmers, farmer
sticks, stick
considerations, consideration
sorrows, sorrow
sums, sum
dresses, dress
rests, rest
blessings, blessing
bows, bow
carriages, carriage
schemes, scheme
cups, cup
reflections, reflection
symptoms, symptom
morals, moral
candles, candle
cliffs, cliff
truths, truth
keys, key
husbands, husband
tricks, trick
compliments, compliment
lodgings, lodging
instincts, instinct
prejudices, prejudice
attendants, attendant
exercises, exercise
evenings, evening
labors, labor
cows, cow
tourists, tourist
demos, demo
shepherdesses, shepherdess
sheepherders, sheepherder
shopgirls, shopgirl
shorelines, shoreline
hats, hat
shillings, shilling
pours, pour
crops, crop
doctors, doctor
neighbours, neighbour
monks, monk
lamps, lamp
lads, lad
bytes, byte
downloads, download
skies, ski
tongues, tongue
sheets, sheet
hearings, hearing
bids, bid
stretches, stretch
sweeps, sweep
manifests, manifest
mouths, mouth
suspicions, suspicion
parishes, parish
regiments, regiment
draws, draw
drawings, drawing
varves, varve
sugars, sugar
homicides, homicide
bazookas, bazooka
malls, mall
laps, lap
jowls, jowl
impulses, impulse
ayes, aye, ay
scales, scale
viruses, virus
organisms, organism
ills, ill
pans, pan
pins, pin
nunchucks, nunchuck
lids, lid
ebooks, ebook
wits, wit
robes, robe, rob
reportages, reportage
fulcrums, fulcrum
accessions, accession
broods, brood
hounds, hound
batteries, batterie
revenues, revenue
precautions, precaution
drives, drive
occupations, occupation
supplicants, supplicant
horns, horn
shenanigans, shenanigan
trips, trip
marbles, marble
favors, favor
neighbors, neighbor
encodes, encode
hunts, hunt
deposits, deposit
femmes, femme
sneakers, sneaker
comms, comm
peas, pea
graces, grace
fireworks, firework
ins, in
recollections, recollection
colonists, colonist
sovereigns, sovereign
wines, wine, win
puzzles, puzzle
plats, plat
personages, personage
heartstrings, heartstring
groves, grove
commanders, commander
sketches, sketch
offerings, offering
corrections, correction
pilgrims, pilgrim
perils, peril
criminals, criminal
acres, acre
craters, crater
viands, viand
tracheoles, tracheole
teas, tea
stillnesses, stillness
quests, quest
tarts, tart
undertakings, undertaking
tees, tee, te
peaks, peak
bets, bet
hots, hot
runes, rune, run
harps, harp
geriatrics, geriatric
frees, free
reefs, reef
shepherds, shepherd
spoils, spoil
anthelmintics, anthelmintic
tops, top
confines, confine
apologetics, apologetic
aardvarks, aardvark
abandonments, abandonment
abandons, abandon
abatements, abatement
abbreviators, abbreviator
emoluments, emolument
colours, colour
dives, dive
lows, low
analogues, analogue
breasts, breast
oxytones, oxytone
outskirts, outskirt
paths, path
lakes, lake
lookouts, lookout
mans, man
nines, nine
trends, trend
morts, mort
resists, resist
coops, coop
elements, element
rots, rot
beads, bead
speakers, speaker
talkers, talker
ops, op
plebs, pleb
copes, cope, cop
finches, finch
luns, lun
layers, layer
veterans, veteran
hoes, hoe, ho
eyes, eye
hands, hand
arms, arm
comes, come
hours, hour
laws, law
letters, letter
arguments, argument
humans, human
planets, planet
loops, loop
churches, church
pores, pore
tills, till
blazons, blazon
heralds, herald
buttocks, buttock
neocons, neocon
sucks, suck
answers, answer
comments, comment
trees, tree
pokes, poke
editorials, editorial
editors, editor
diets, diet
works, work
donations, donation
books, book
months, month
parts, part
thoughts, thought
states, state, stat
boys, boy
horses, horse
drums, drum
departures, departure
sconces, sconce
effects, effect
nears, near
nares, nare
labarums, labarum
mirrors, mirror
whales, whale
mas, ma
cinders, cinder
chompers, chomper
buildings, building
juts, jut
nobs, nob
nods, nod
idioms, idiom
tints, tint
deeps, deep
milts, milt
serves, serve
turners, turner
mires, mire, mir
degrees, degree
ores, ore, or
oars, oar
hoses, hose
shoes, shoe, sho
scuttles, scuttle
cactuses, cactus
circumstances, circumstance
girls, girl
officers, officer
soldiers, soldier
matters, matter
affairs, affair
ideas, idea
mountains, mountain
members, member
weeks, week
events, event
dollars, dollar
birds, bird
hills, hill
facts, fact
streets, street
characters, character
nations, nation
animals, animal
principles, principle
inhabitants, inhabitant
feelings, feeling
wards, ward
rimes, rime, rim
furs, fur
surfs, surf
serfs, serf
norms, norm
wets, wet
colds, cold
clods, clod
monoliths, monolith
shoots, shoot
tropins, tropin
disks, disk
discs, disc
puddles, puddle
tropics, tropic
superpowers, superpower
associations, association
boats, boat
associates, associate
privileges, privilege
decurions, decurion
ceramics, ceramic
resources, resource
comparatives, comparative
wants, want
coats, coat
urns, urn
hogs, hog
digressions, digression
questions, question
grumps, grump
diabolos, diabolo
collects, collect
dawns, dawn
quirts, quirt
paintings, painting
vats, vat
hips, hip
items, item
amasses, amass
stamps, stamp
adhesives, adhesive
snaps, snap
spans, span
pets, pet
fundaments, fundament
pests, pest
steps, step
tips, tip
facemasks, facemask
writs, writ
detections, detection
devaluations, devaluation
doctrinaires, doctrinaire
kips, kip
tags, tag
orbs, orb
imposes, impose
naiads, naiad
interpreters, interpreter
inhibitions, inhibition
requirements, requirement
clodhoppers, clodhopper
tatties, tattie
droppings, dropping
moras, mora
artichokes, artichoke
bros, bro
sports, sport
advisers, adviser
buses, bus
scads, scad
gonads, gonad
gives, give
efforts, effort
pots, pot
thunderbolts, thunderbolt
wiles, wile
houses, house
flowers, flower
walls, wall
cases, case
names, name
orders, order
powers, power
relations, relation
ships, ship
sides, side
pieces, piece
conditions, condition
remains, remain
tells, tell
waters, water
stands, stand
rules, rule
interests, interest
minds, mind
pears, pear
rapes, rape, rap
takeovers, takeover
writers, writer
thumbs, thumb
francs, franc
ruts, rut
retinas, retina
retains, retain
bitches, bitch
romans, roman
clots, clot
files, file, fil
assigns, assign
pyramids, pyramid
leakers, leaker
lumberjacks, lumberjack
communists, communist
activists, activist
puts, put
putts, putt
abhorrences, abhorrence
aberrations, aberration
abeles, abele
abductions, abduction
abductees, abductee
abdications, abdication
togs, tog
pauses, pause
wins, win
corgis, corgi
tavernas, taverna
rudiments, rudiment
mosquitoes, mosquito
mosquitos, mosquito
guns, gun
pythons, python
proverbs, proverb
nibbles, nibble
woodlands, woodland
stones, stone
niblets, niblet
snacks, snack
pigs, pig
piglets, piglet
blots, blot
donuts, donut
eggs, egg
balls, ball
kegs, keg
dogs, dog
pranksters, prankster
cobras, cobra
windpipes, windpipe
shelves, shelve
rocks, rock
mixers, mixer
fixtures, fixture
latinas, latina
chinks, chink
dinks, dink
objects, object
adds, add
pages, page
creatures, creature
expectations, expectation
warts, wart
wings, wing
plutocrats, plutocrat
folks, folk
summons, summon
markings, marking
details, detail
classes, class
vessels, vessel
roads, road
changes, change, chang
godfathers, godfather
vegans, vegan
trumps, trump
trappings, trapping
spirits, spirit
shucks, shuck
leads, lead
generations, generation
dreams, dream
sounds, sound
slips, slip
materials, material
figures, figure
phases, phase
lyrics, lyric
surroundings, surrounding
opinions, opinion
shows, show
lodges, lodge
pranks, prank
kinds, kind
communications, communication
causes, cause
waves, wave
turns, turn
knights, knight
coamings, coaming
millenniums, millennium
signs, sign
offices, office
measures, measure
branches, branch
costs, cost
wrestlers, wrestler
turkeys, turkey
manas, mana
libels, libel
embraces, embrace
tribes, tribe
loves, love
weapons, weapon
regions, region
chunks, chunk
eclogues, eclogue
fuels, fuel
crumbs, crumb
moments, moment
lemons, lemon
instances, instance
towns, town
images, image
holds, hold
features, feature
calls, call
games, game, gam
hoardings, hoarding
turbines, turbine
templates, template
fistnotes, fistnote
euros, euro
ales, ale, al
ministers, minister
cricketers, cricketer
stocks, stock
results, result
records, record
reasons, reason
methods, method
limits, limit
leaders, leader
editions, edition
funds, fund
depths, depth
origins, origin
statements, statement
citizens, citizen
targets, target
smugglers, smuggler
chinos, chino
bones, bone
banks, bank
acts, act
actions, action
views, view
thinks, think
songs, song
scenes, scene
prisoners, prisoner
regards, regard
operations, operation
plays, play
reins, rein
provinces, province
canticles, canticle
internets, internet
peppercorns, peppercorn
claims, claim
finds, find
moons, moon
tigons, tigon
contributions, contribution
satellites, satellite
conducts, conduct
courts, court
foos, foo
movements, movement
hundreds, hundred
appurtenances, appurtenance
moths, moth
patches, patch
veggies, veggie
sharks, shark
banes, bane, ban
chops, chop
insults, insult
arches, arch
individuals, individual
fields, field
wishes, wish
writes, write, writ
sources, source
gigolos, gigolo
fins, fin
swimsuits, swimsuit
yaks, yak
climates, climate
rivers, river
likes, like
tablets, tablet
aunts, aunt
longhorns, longhorn
agents, agent
definitions, definition
lands, land
forests, forest
breeders, breeder
tits, tit
fears, fear
currants, currant
logistics, logistic
conventions, convention
documents, document
wakes, wake
specifics, specific
meals, meal
lovebirds, lovebird
wars, war
references, reference
bellows, bellow
rattlers, rattler
rums, rum
booties, bootie
bootees, bootee
dapples, dapple
tabes, tab
quavers, quaver
pings, ping
raccoons, raccoon
ambages, ambage
adjectives, adjective
switches, switch
bilboes, bilbo
passageways, passageway
cantharis, canthari
mourners, mourner
indexes, index
weeds, weed
ravages, ravage
consists, consist
singers, singer
escargots, escargot
wens, wen
boos, boo
livres, livre
passers, passer
titles, title
speaks, speak
types, type
struts, strut
swims, swim
penises, penis
chucks, chuck
pitas, pita
pesos, peso
pantywaists, pantywaist
gongs, gong
brains, brain
purposes, purpose
pictures, picture
readers, reader
inches, inch
accounts, account
reports, report
beings, being
marks, mark
presents, present
additions, addition
poems, poem
advantages, advantage
attempts, attempt
flinders, flinder
hieroglyphs, hieroglyph
cores, core, cor
payments, payment
tales, tale
institutions, institution
observations, observation
villages, village
products, product
offers, offer
writings, writing
volumes, volume
homes, home, hom
instruments, instrument
visitors, visitor
students, student
mushrooms, mushroom
hippos, hippo
ethics, ethic
verbs, verb
abets, abet
plurals, plural
aborts, abort
abseils, abseil
sixths, sixth
guylines, guyline
habaneros, habanero
shares, share
towers, tower
lambs, lamb
stores, store
nouns, noun
ringtails, ringtail
hedgehogs, hedgehog
steeds, steed
flags, flag
abstracts, abstract
accents, accent
accepts, accept
accesses, access
acclaims, acclaim
accords, accord
accosts, accost
chugs, chug
accrues, accrue
exonyms, exonym
accustoms, accustom
colonies, coloni
bobbins, bobbin
twinges, twinge
torpedoes, torpedo
dibs, dib
edges, edge
angels, angel
bouts, bout
lists, list
accolades, accolade
tumors, tumor
heuristics, heuristic
stations, station
remands, remand
caps, cap
abodes, abode
markets, market
manifestoes, manifesto
pincers, pincer
marines, marine
dares, dare
crags, crag
stokes, stoke
adzes, adze, adz
adverts, advert
adventures, adventure
damps, damp
dilutes, dilute
hurts, hurt
honours, honour
honors, honor
airmails, airmail
airlifts, airlift
aims, aim
ails, ail
confounds, confound
abjurations, abjuration
males, male
wildebeests, wildebeest
processes, process
negotiations, negotiation
highways, highway
dozens, dozen
pairs, pair
knots, knot
townships, township
courses, course
signals, signal
senators, senator
matches, match
labels, label
passengers, passenger
procedures, procedure
researchers, researcher
productions, production
composers, composer
worlds, world
suburbs, suburb
philosophers, philosopher
trials, trial
receives, receive
mistakes, mistake
reforms, reform
options, option
heroes, hero
solutions, solution
insects, insect
populations, population
spaces, space
prices, price
reaches, reach
gardens, garden
campaigns, campaign
credits, credit
settlers, settler
counts, count
demands, demand
kids, kid
magazines, magazine
heights, height
studios, studio
teachers, teacher
airlines, airline
manufacturers, manufacturer
applications, application
aspects, aspect
ancestors, ancestor
affections, affection
attacks, attack
bishops, bishop
boughs, bough
buttons, button
chapters, chapter
cents, cent
dates, date
acutes, acute
groups, group
bars, bar
sits, sit
springs, spring
cells, cell
chairs, chair
zeroes, zero
tacks, tack
fits, fit
chambers, chamber
beams, beam
wrongs, wrong
worms, worm
touches, touch
storms, storm
grieves, grieve
dealings, dealing
fives, five
glimmers, glimmer
flickers, flicker
gains, gain
foundations, foundation
experiments, experiment
environs, environ
crumbles, crumble
congratulations, congratulation
problems, problem
players, player
wears, wear
noughts, nought
aggregates, aggregate
seats, seat
spurns, spurn
lets, let
isomers, isomer
relatives, relative
crocuses, crocus
rejections, rejection
asks, ask
accomplishments, accomplishment
hangdogs, hangdog
jaunts, jaunt
tracks, track
thews, thew
folds, fold
factors, factor
emblazoners, emblazoner
locations, location
calculators, calculator
floods, flood
shoemakers, shoemaker
librettos, libretto
wharves, wharve
wharfs, wharf
crimes, crime
sites, site, sit
divisions, division
victims, victim
districts, district
sails, sail
representatives, representative
bands, band
codes, code, cod
seeds, seed
charms, charm
newspapers, newspaper
blows, blow
maps, map
palisades, palisade
underarms, underarm
worships, worship
quotes, quote
bikinis, bikini
films, film
cameras, camera
swanherds, swanherd
swans, swan
pheromones, pheromone
clicks, click
lawyers, lawyer
deserts, desert
drugs, drug
spas, spa
quoits, quoit
yachts, yacht
gambles, gamble
bees, bee, be
brats, brat
hackles, hackle
conscripts, conscript
parsons, parson
psalms, psalm
exemplars, exemplar
adverbs, adverb
vaginas, vagina
jugs, jug
knockers, knocker
hooters, hooter
headlights, headlight
crossroads, crossroad
tweeds, tweed
tweezers, tweezer
bygones, bygone
tatters, tatter
homonyms, homonym
pops, pop
memoirs, memoir
appellants, appellant
bananas, banana
plates, plate, plat
crockpots, crockpot
keypresses, keypress
keystrokes, keystroke
presses, press
spoonfuls, spoonful
catalogues, catalogue
phenolics, phenolic
carbs, carb
carbohydrates, carbohydrate
rebels, rebel
rags, rag
saddles, saddle
skirts, skirt
dopers, doper
adumbrations, adumbration
tchotchkes, tchotchke
grooves, groove
necropolis, necropoli
vaqueros, vaquero
pictographs, pictograph
jerseys, jersey
bangs, bang
frankfurters, frankfurter
copulations, copulation
workers, worker
sentences, sentence
quangos, quango
numbers, number
symbols, symbol
cops, cop
movies, movie
vegas, vega
moves, move
twins, twin
ups, up
sis, si
beers, beer
rolls, roll
asses, ass
finals, final
penetrations, penetration
assassins, assassin
blends, blend
wetlands, wetland
savings, saving
equals, equal
buts, but
plaudits, plaudit
exams, exam
aides, aide, aid
pipes, pipe, pip
talents, talent
functions, function
messages, message
bravos, bravo
pragmatics, pragmatic
tons, ton
ropes, rope
seasons, season
tools, tool
slickers, slicker
atoms, atom
xanthophylls, xanthophyll
circles, circle
redirects, redirect
striations, striation
ridges, ridge
macerates, macerate
ghosts, ghost
monuments, monument
tenures, tenure
flavours, flavour
pensions, pension
jacks, jack
visits, visit
ifs, if
doubles, double
gramps, gramp
crabs, crab
recidivists, recidivist
calluses, callus
operatives, operative
suits, suit
projects, project
enters, enter
captains, captain
hunters, hunter
includes, include
objections, objection
officials, official
shapes, shape
particles, particle
clerks, clerk
maids, maid
pits, pit
darts, dart
mills, mill
scandals, scandal
whites, white, whit
separates, separate
haps, hap
catacombs, catacomb
tenets, tenet
